"","1","2","3","4","5","6","7","8","9","10","11","12"
"2",1.00462635769231,1.01947165656441,1.1088,1.0996,1.2588,1.3137756224,8.23837973821557,1.38,1.4924,1.77572630267865,2.0857127456,1.3517353088
"4",0.978,0.9387,1.1,0.9106,1.2596,1.47640900090498,2.10007671239516,1.64720925714286,2.0136,1.42,1.31288666546944,1.1084
"5",1.1112,0.8696,1.1444,0.94,1.2752,1.4124,1.6,1.46,1.54,1.42,1.47227147010521,1.3
"6",1.0968,0.946,1.0724,0.9322,1.3,1.36650566815273,1.72967968734177,1.4748,1.84407300302469,1.4204,1.46165488484082,1.2352
"11",1.3,0.9616,1.1,1.06,1.34,1.3,1.8836,1.46,1.54,1.71116120873402,1.45610261115569,1.3
"12",1.06,0.9744,1.06,1.0712,1.3,1.3,1.65,1.5352,1.4772,1.250026664196,2.01778473924291,1.54
"13",1.0684,0.957,1.06,0.9115,1.3012,1.37445169624663,1.69221342017649,1.5232,1.9952,1.57,1.34364902000213,1.18
"15",1.0996,0.9776,1.06,0.9219,1.34,1.30580574943904,1.65,1.4824,1.5442,1.41242409775759,1.35876996543349,1.2476
"16",0.9588,0.9788,1.0848,0.91,1.388,1.69084605858891,1.69002035123153,1.4532,2.0492,1.38467008396762,1.3,1.0145
"18",1.1608,1.0856,1.06,0.9107,1.34,1.4444,1.68844029617459,1.46,2.05,1.42,1.30035007946524,1.30123130909091
"19",2.0904,1.1004,1.06,0.9752,1.34,1.7840533744,1.70289068338909,1.46,1.488,1.73514074877306,1.38,1.46
"20",1.14,1.0824,1.06,0.910990599999995,1.34,1.4612,1.70124319723716,1.46,2.044,1.42,1.3,1.206
"21",1.2714,1.0952,1.06,0.9269,1.38,1.4348,1.6476,1.46,1.77023894112813,1.42,1.32137911369987,1.41120689033368
"22",1.1528,1.0884,1.06,0.9105,1.34,1.4432,1.68980279455504,1.46,2.0464,1.4208,1.3,1.34598508679355
"23",1.14,1.1044,1.0536,0.91,1.288,1.4488,1.76915065466921,1.3812,2.05,1.76408218015625,1.26916205,1.42
"24",1.94069696666667,1.0968,1.06,0.98,1.38,1.454,1.65,1.46,1.62317808316254,1.42,1.3408,1.424
"25",1.14,1.0956,1.06,0.9115,1.34,1.46,1.69720780606883,1.46,2.05,1.42,1.28387948095238,1.33367167851704
"26",1.97,1.1016,1.06,1.0192,1.38,1.4992,1.5268,1.61756839627587,2.547898928,1.42,1.29170807058824,1.5505
"28",1.5366,1.0236,0.98,0.908,1.26,1.46,1.5,1.3072,1.3468,1.87835702165266,1.1396,1.18
"29",1.1788,1.01880958241672,1.02,0.9396,1.26,1.2608,1.559,1.3516,1.488,1.46958841777778,1.10497478,1.18
"30",1.1836,0.999366065446194,1.02,0.94,1.2356,1.2588,1.5501,1.32,1.506,1.46,1.14,1.22
"32",1.18,0.992653628680104,1.062,0.94,1.214,1.2453,1.5416,1.3184,1.5116,1.3750028478034,1.15519665,1.1824
"33",1.4,0.9532,1.1,0.9644,1.2948,1.286,1.81,1.3748,1.89597249,1.2645021688,2.02620305714286,1.54
"34",1.1784,0.9784,1.096,0.982,1.3084,1.3,1.68643125626974,1.4284,1.5437,1.40769245948703,1.26510071111111,1.46
"35",0.9682,0.94,1.06,0.9424,1.38,1.26,1.6192,1.62946256882788,1.61,1.29174260645376,1.10081817142857,1.1
"36",1.18,0.978,1.0608,0.94,1.26,1.2836,1.6008,1.3448829,1.52,1.26004590909091,1.26,1.1384
"38",1.0888,1.0256,1.0356,0.9516,1.3352,1.3,1.6424,1.4184,1.5565,1.4596,1.10932458333333,1.1352
"39",1.0212,1.1012,1.02,0.98,1.3068,2.4515,1.61,1.3404,1.5364,1.69,0.9281,1.1012
"40",1.1672,1.0684,1.0596,0.9428,1.34,1.35673375413969,1.644,1.4152,1.5989,1.43607496,1.11728116666667,1.1632
"7",1.09184205333333,0.9784,1.1196,1.0188,1.258,1.32273745773997,2.49788123606466,1.384,1.54,1.73821388945321,2.00459434166075,1.3
"8",1.0972,0.9416,1.0856,0.932,1.3,1.36984111991196,1.72974543717317,1.4672,1.84899743765382,1.4204,1.46639124375807,1.2388
"9",1.0048,0.9676,1.0624,0.922,1.3512,1.46,1.69348713185114,1.46,2.0104,1.445657975,1.30241846611466,1.117704
"10",1.1,0.9394,1.1,0.9361,1.2472,1.30720398778109,1.68856429588196,1.46,1.54,1.42,1.643007,1.2852
"37",1.0192,1.1,1.02,0.9776,1.34,1.4368,1.61,1.3828,1.55,1.56749427556776,0.9652,1.1
