"","1","2","3","4","5","6","7","8","9","10","11","12"
"2",0.91,2.1601410672,2.0747730832,2.05,1.14,1.26,11.6600448752,1.14,1.02,3.803501424,3.42256204,1.3639227872
"4",0.79,0.67,1.34,0.67,1.14,1.9970257536,6.73,2.6234934528,6.73,1.42,1.1763061712,0.87
"5",2.387856588,0.79,1.6736661024,0.91,1.22,2.8817797248,1.3,1.38,1.54,1.42,1.26,1.3
"6",0.8722,0.9559414,0.8316,0.6739,0.722,0.8268776,1.399298064,0.6932288,0.98,1.38,0.5449,1.14
"11",2.01,0.8,2.3119338176,1.06,1.34,1.3,2.224305496,1.38,1.54,3.5635043408,1.1063008884,1.3
"12",1.06,0.83,1.02,2.01,1.22,1.14,1.38,1.65,1.02,1.06,2.09,1.65
"13",0.94,0.9835,0.8675838,0.7114738,0.5161365,0.855282,0.8186,0.8168,0.87,1.57,0.91,0.91
"15",0.8707,0.9334692,0.8615,0.7093868,0.8733,0.8333,1.02,0.87,0.79,1.02,0.4882,1.1
"16",0.79,0.6,1.1,0.91,2.64,3.0395413728,1.69,1.26,2.09,1.26,1.3,0.87
"18",0.91,0.9348,0.8642,0.774,0.9804,0.7927,0.8134064,0.6994,2.05,0.6403494,1.02,0.91
"19",2.13,1.14,1.06,0.92,1.3,1.97,1.73,1.42,1.26,2.5673070816,1.38,1.46
"20",0.98,1.0321618,0.8461226,0.59809,0.9616,0.8501616,1.5,0.8199,0.87,0.98,0.6096,0.5486
"21",0.8352,0.9853446,0.8204,0.552384,1.46,0.7757,0.705032,0.772,0.91,0.79,0.87,1.06
"22",0.98,0.8597638,0.8673,0.7471,1.18,0.8099984,0.7906,0.8224064,1.85,1.02,0.83,0.87
"23",1.14,1.46,1.02,0.71,1.1,1.42,1.85,0.79,2.05,3.218705336,1.02,1.42
"24",0.73,0.9609,0.8975628,0.7850042,1.5795253352,0.8064996,0.708429,0.584204,0.94,1.06,0.4871,1.02
"25",0.98,0.9932048,0.7801,0.7065,0.8756,0.8307,0.8359,0.8472116,2.05,0.83,0.6485474,0.5636048
"26",1.97,1.93,0.94,1.69,1.38,1.5,1.26,2.8,3.98,1.42,0.91,1.57
"28",3.98,1.1,0.79,0.71,1.26,1.46,1.5,1.3,1.22,2.09,1.1,1.18
"29",0.6375,0.987,0.83988,0.6129308,0.5261016,0.5782512,0.7974,0.538585,0.91,0.83,0.91,0.71
"30",0.7076,0.9532316,0.7678,0.7157192,0.4094414,0.8260812,0.8208,0.6816552,0.94,1.14,0.71,1.22
"32",2.9071108,1.0013015559393,2.91910150169844,1.02,0.71,0.544,0.94,0.4837,0.94,0.2951394,0.94,0.6225
"33",1.42,0.94,1.1,0.94,0.94,1.14,2.36,1.1,2.01,1.14,2.09,3.19
"34",0.6531,0.910395,0.8737,0.784259,0.8089,0.8125,0.6456904,0.7714,1.26,1.22,0.2456776,1.46
"35",0.83,0.83,0.98,0.94,1.46,1.1,1.34,4.6441373296,1.61,1.26,0.94,1.06
"36",1.18,0.71,1.14,0.71,0.87,1.19,1.54,0.93,1.5,1.22,1.26,1.06
"38",0.705,0.95268,0.8557538,0.7185,0.5235152,0.7909836,0.691764,0.4230712,1.46,0.5612,0.3443584,0.71
"39",0.94,1.19,0.87,0.98,1.08,3.15,1.61,1.3,1.34,1.69,0.91,1.02
"40",0.7058,0.951596,0.7381436,0.7267,0.6837942,0.7375,0.5563318,0.6686,1.06,1.1,0.2827016,0.7112
"7",0.98,1.0171,2.06466765746181,1.38,1.14,1.26,11.5719508508783,1.196,1.1,1.82705026807321,2.0459627439185,1.3
"8",0.9108,0.9338,1.0996,0.9106,0.9436,1.1989388,2.87605308356844,1.4349692,0.98,1.38,0.5947,1.14
"9",0.9162,0.8316,1.1,0.9328,2.4457,3.021887090274,1.69,1.4557,2.09,1.5675325640644,1.3,0.87
"10",1.1784,0.79,1.6606074540247,0.91,1.14,1.26,1.53027546666667,1.3776,1.3008,1.42,1.5716,1.1928
"37",0.9385,1.19,0.87,0.98,1.3764,2.64,1.61,1.4899,1.34,1.69,0.91,1.02
